name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude
Sonesta Select Camarillo · Visited link,"4994 Verdugo Way, Camarillo, CA 93012",sonesta.com,(805) 388-1020,480,4.1,34.2144254,-119.2935382
Bella Capri Inn & Suites · Visited link,"2050 Ventura Blvd, Camarillo, CA 93010",bellacapriinn.com,(805) 482-0777,275,4.2,34.2144254,-119.2935382
Hotel June Malibu · Visited link,"28920 Pacific Coast Hwy, Malibu, CA 90265",thehoteljune.com,(424) 644-0517,54,4.2,34.0209897,-119.0901607
Extended Stay America - Los Angeles - Simi Valley · Visited link,"2498 Stearns St, Simi Valley, CA 93063",extendedstayamerica.com,(805) 584-8880,472,3.8,34.2808681,-118.9782879
Courtyard by Marriott Thousand Oaks Ventura County · Visited link,"1710 Newbury Rd, Thousand Oaks, CA 91320",marriott.com,(805) 499-3900,458,4.4,34.1828555,-119.2055654
Americas Best Value Inn Thousand Oaks · Visited link,"2850 Camino Dos Rios, Thousand Oaks, CA 91320",sonesta.com,(805) 499-2414,587,2.7,34.1828555,-119.2055654
"Holiday Inn Express & Suites Camarillo, an IHG Hotel · Visited link","1405 Del Norte Rd, Camarillo, CA 93010",ihg.com,(805) 983-7171,628,3.8,34.2227464,-119.3968364
TownePlace Suites by Marriott Thousand Oaks Ventura County · Visited link,"1712 Newbury Rd, Thousand Oaks, CA 91320",marriott.com,(805) 499-3111,277,4.1,34.1825119,-119.2063329
Fairfield Inn & Suites by Marriott Camarillo · Visited link,"4444 Central Ave, Camarillo, CA 93010",marriott.com,(805) 988-9396,215,4.1,34.2225868,-119.3914505
Quality Inn & Suites Camarillo-Oxnard · Visited link,"984 W Ventura Blvd, Camarillo, CA 93010",choicehotels.com,(805) 465-6269,541,3.4,34.2225868,-119.3914505
Topanga Canyon Inn Bed and Breakfast · Visited link,"20310 Callon Dr, Topanga, CA 90290",topangacanyoninn.com,(310) 600-1325,87,4.6,34.1145833,-118.8670411
Residence Inn by Marriott Camarillo · Visited link,"2912 Petit St, Camarillo, CA 93012",marriott.com,(805) 388-7997,419,4.2,34.2142654,-119.3193179
The Malibu Bella Vista B&B · Visited link,"25786 Piuma Rd, Calabasas, CA 91302",malibubellavista.com,(818) 645-1159,22,4.8,34.0754119,-118.9817909
Malibu Escape · Visited link,"2145 Rambla Pacifico St, Malibu, CA 90265",,(310) 709-7093,20,3.5,34.0754119,-118.9817909
Extended Stay America - Los Angeles - Woodland Hills · Visited link,"20205 Ventura Blvd, Woodland Hills, CA 91364",,(818) 710-1170,842,3.5,34.0754119,-118.9817909
Oakwood Apartments - Woodland Hills · Visited link,"22122 Victory Blvd, Woodland Hills, CA 91367",,,1,4.0,34.0754119,-118.9817909
Hotel · Visited link,"24940 Pico Canyon Rd, Stevenson Ranch, CA 91381",,,2,1.5,34.3808032,-118.8603115
