name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude
Aloft Omaha Aksarben Village · Visited link,"6201 Center St, Omaha, NE 68106",marriott.com,(402) 819-2500,266,4.3,41.2375114,-96.0268759
"My Place Hotel-La Vista, NE · Visited link","7823 S 123rd Plaza, La Vista, NE 68128",myplacehotels.com,(402) 614-8747,299,4.4,41.1825462,-96.122586
Kimpton Cottonwood Hotel · Visited link,"302 S 36th St, Omaha, NE 68131",thecottonwoodhotel.com,(402) 810-9500,588,4.5,41.2574758,-95.9847475
"Holiday Inn Express & Suites Omaha I - 80, an IHG Hotel · Visited link","16175 Stevens Pointe St, Gretna, NE 68028",ihg.com,(402) 504-3716,475,4.4,41.1448311,-96.1834036
Extended Stay America - Omaha - West · Visited link,"9006 Burt St, Omaha, NE 68114",extendedstayamerica.com,(402) 343-9000,451,3.3,41.2673897,-96.0713204
"Staybridge Suites Omaha 80th And Dodge, an IHG Hotel · Visited link","7825 Davenport St, Omaha, NE 68114",ihg.com,(402) 933-8901,669,4.1,41.260804,-96.0555148
DoubleTree by Hilton Omaha Southwest · Visited link,"3650 S 72nd St, Omaha, NE 68124",hilton.com,(402) 905-9414,797,4.2,41.2262111,-96.0428022
"Holiday Inn Express & Suites Omaha - Millard Area, an IHG Hotel · Visited link","13131 I St, Omaha, NE 68137",ihg.com,(402) 999-4800,421,4.5,41.216112,-96.1366367
Super 8 by Wyndham Omaha I-80 West · Visited link,"10829 M St, Omaha, NE 68137",wyndhamhotels.com,(402) 509-2008,649,3.5,41.2113005,-96.1014115
Quality Inn & Suites · Visited link,"9505 142nd St, Omaha, NE 68138",choicehotels.com,(402) 764-9006,416,3.5,41.16453,-96.1547524
Fairfield Inn & Suites by Marriott Omaha Northwest · Visited link,"7101 N 102nd Cir, Omaha, NE 68122",marriott.com,(402) 999-8089,351,4.2,41.3227728,-96.0897563
Home2 Suites by Hilton Omaha I-80 at 72nd Street · Visited link,"7011 Hascall St, Omaha, NE 68124",hilton.com,(402) 934-4300,131,4.6,41.2284628,-96.040048
"Holiday Inn Express & Suites Central Omaha, an IHG Hotel · Visited link","8736 W Dodge Rd, Omaha, NE 68114",ihg.com,(402) 343-1000,498,4.0,41.2645087,-96.0675561
Comfort Suites La Vista - Omaha · Visited link,"8121 Eastport Pkwy, La Vista, NE 68128",choicehotels.com,(402) 505-7333,472,4.4,41.1787841,-96.1185652
Red Lion Inn & Suites Gretna - Omaha SW · Visited link,"14355 NE-31, Gretna, NE 68028",redlion.com,(402) 332-2300,31,3.4,41.0966695,-96.2698074
New Victorian Inn & Suites · Visited link,"10728 L St, Omaha, NE 68127",newvictorianinnomaha.com,(402) 593-2380,977,3.7,41.2135045,-96.0978926
Magnolia Hotel Omaha · Visited link,"1615 Howard St, Omaha, NE 68102",magnoliahotels.com,(402) 341-2500,1336,4.2,41.2553164,-95.9559003
"Motel 6 Omaha, NE · Visited link","10919 J St, Omaha, NE 68137",motel6.com,(402) 592-2882,877,2.8,41.2131781,-96.1016066
Tru by Hilton Omaha I-80 at 72nd Street · Visited link,"7011 Hascall St, Omaha, NE 68124",hilton.com,(402) 934-4300,273,4.3,41.228417,-96.0403494
"The Peregrine Omaha Downtown, Curio Collection by Hilton · Visited link","203 S 18th St, Omaha, NE 68102",hilton.com,(402) 509-7901,356,4.4,41.2582888,-95.9575357
Baymont by Wyndham Omaha West · Visited link,"9595 S 145th St, Omaha, NE 68138",wyndhamhotels.com,(402) 896-6300,77,3.3,41.163972,-96.1585946
Element Omaha Midtown Crossing · Visited link,"3253 Dodge St, Omaha, NE 68131",marriott.com,(402) 614-8080,791,4.2,41.2595842,-95.9786298
"Candlewood Suites Omaha - Millard Area, an IHG Hotel · Visited link","13003 I St, Omaha, NE 68137",ihg.com,(402) 973-9220,247,4.5,41.2160395,-96.1358907
Hilton Garden Inn Omaha Aksarben Village · Visited link,"6737 Frances St, Omaha, NE 68106",hilton.com,(402) 334-4441,605,4.3,41.2400933,-96.0346876
Countryside Suites · Visited link,"9477 142nd St, Omaha, NE 68138",countrysideomaha.com,(402) 884-2644,162,3.3,41.1646491,-96.1544452
Super 8 by Wyndham Fremont NE · Visited link,"1250 E 23rd St, Fremont, NE 68025",wyndhamhotels.com,(402) 727-4445,253,3.2,41.4520058,-96.4992054
Super 8 by Wyndham Omaha NE · Visited link,"7111 Spring St, Omaha, NE 68106",wyndhamhotels.com,(402) 819-0349,718,2.7,41.2302625,-96.0412419
"Holiday Inn Express & Suites Omaha South - Ralston Arena, an IHG Hotel · Visited link","7306 Q St, Ralston, NE 68127",ihg.com,(402) 991-0084,463,4.2,41.2058582,-96.0443244
Hilton Omaha · Visited link,"1001 Cass St, Omaha, NE 68102",hilton.com,(402) 998-3400,2824,4.1,41.2631035,-95.9484235
"Even Hotel Omaha Downtown - Old Market, an IHG Hotel · Visited link","2220 Farnam St, Omaha, NE 68102",ihg.com,(402) 345-3836,1124,4.3,41.257889,-95.9643651
Travel Inn Omaha · Visited link,"10708 M St, Omaha, NE 68127",omahatravelinn.com,(402) 597-4116,522,2.8,41.2116661,-96.0966529
Residence Inn Omaha Aksarben Village · Visited link,"1717 S 67th St, Omaha, NE 68106",marriott.com,(402) 551-8000,479,4.5,41.2421771,-96.0323604
Super 8 by Wyndham Omaha SW · Visited link,"9305 S 145th St, Omaha, NE 68138",wyndhamhotels.com,(402) 895-2555,447,2.8,41.166815,-96.1578636
Hampton Inn Omaha Midtown-Aksarben Area · Visited link,"1401 S 72nd St, Omaha, NE 68124",hilton.com,(402) 933-5510,734,4.4,41.2456274,-96.0409998
"Motel 6 Omaha, NE - IAT West · Visited link","10560 Sapp Brothers Dr, Omaha, NE 68138",motel6.com,(402) 896-6868,512,3.4,41.1551843,-96.1688041
"Motel 6 Omaha, NE - Central · Visited link","3511 S 84th St, Omaha, NE 68124",motel6.com,(402) 391-4321,736,3.4,41.2254999,-96.0592764
"Holiday Inn Express Fremont, an IHG Hotel · Visited link","2415 N Lincoln Ave, Fremont, NE 68025",ihg.com,(402) 753-3850,489,4.4,41.4528427,-96.4971109
Fairfield Inn & Suites by Marriott Omaha Papillion · Visited link,"465 Olson Dr, Papillion, NE 68046",marriott.com,(402) 932-2700,386,4.4,41.1388433,-96.0570527
Countryside Inn & Suites · Visited link,"1649 E 23rd St, Fremont, NE 68025",,(402) 721-1109,220,3.7,41.450791,-96.4950294
La Quinta Inn & Suites by Wyndham Omaha Airport Downtown · Visited link,"1201 Avenue H, Carter Lake, IA 51510",wyndhamhotels.com,(712) 847-2229,620,3.5,41.2808251,-95.9318921
Fairfield Inn & Suites by Marriott Fremont · Visited link,"2410 N Yager Rd, Fremont, NE 68025",marriott.com,(402) 620-4680,352,4.3,41.4527848,-96.5000438
Courtyard by Marriott Omaha Aksarben Village · Visited link,"1625 S 67th St, Omaha, NE 68106",marriott.com,(402) 951-4300,616,4.3,41.2431936,-96.0322068
Fairfield Inn & Suites by Marriott Omaha Downtown · Visited link,"1501 Nicholas St, Omaha, NE 68102",marriott.com,(402) 280-1516,708,4.3,41.2694485,-95.9534542
BridgePointe Advantage by BPhotels · Visited link,"1649 E 23rd St, Fremont, NE 68025",,(402) 721-1109,4,3.3,41.450798,-96.4950364
Baymont by Wyndham Fremont · Visited link,"2700 Diers Pkwy, Fremont, NE 68025",wyndhamhotels.com,(402) 512-0641,184,3.5,41.4549774,-96.4712269
Best western old mill. · Visited link,"655 N 108th Ave, Omaha, NE 68154",bestwestern.com,(402) 431-1246,3,2.3,41.2659883,-96.1043022
Oft's Bed & Breakfast · Visited link,"11523 N 156th St, Bennington, NE 68007",oftbnb.com,(402) 614-7509,42,5.0,41.3644293,-96.1760229
Fairfield Inn & Suites by Marriott Omaha at MH Landing · Visited link,"7002 Grover St, Omaha, NE 68124",marriott.com,(402) 991-6001,,,41.227417,-96.0402024
Home-Towne Lodge · Visited link,"10308 Sapp Brothers Dr, Omaha, NE 68138",hthhotels.com,(402) 895-2200,329,3.5,41.158319,-96.164661
The Roost Bed and Breakfast · Visited link,"203 N 15th St, Ashland, NE 68003",theroostbnb.com,(402) 521-2056,80,5.0,41.0404964,-96.3872759
Satellite Motel · Visited link,"6006 L St, Omaha, NE 68117",satellitemotelomaha.com,(402) 733-7373,129,3.7,41.2127782,-96.0232551
Extended Stay America Select Suites - Omaha - Southwest · Visited link,"6855 S 118th St, Omaha, NE 68137",extendedstayamerica.com,(402) 504-3800,27,3.3,41.1911731,-96.1154275
Relax Inn Motel & Suites · Visited link,"4578 S 60th St, Omaha, NE 68117",relaxinnomaha.com,(402) 731-7300,233,3.8,41.2139303,-96.0233151
West Omaha / NE Lincoln KOA Holiday · Visited link,"14601 US-6, Gretna, NE 68028",koa.com,(402) 332-3010,775,4.2,41.094771,-96.2820834
Liberty Lodge Apartments · Visited link,"1409 E Gold Coast Rd, Papillion, NE 68046",collective-development.com,(402) 310-3042,25,3.6,41.1387937,-96.0544893
Econo Inn · Visited link,"310 W 23rd St, Fremont, NE 68025",,(402) 721-4310,53,2.9,41.4517707,-96.517063
